Eng Displ,# Cyl,Comb Unadj FE - Conventional Fuel,# Gears,Max Ethanol % - Gasoline,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Trans Creeper Gear,Unique Label?,Air Aspiration Method Desc,Fuel Metering Sys Desc,Cyl Deact?
,6,24.6108,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,N
3.5,6,26.9813,6,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,   
3.5,6,32.9693,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
,6,24.3451,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
1.5,4,43.7586,4,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,26.6055,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,3,37.5834,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
5.0,8,22.5528,8,15.0,2,2,N,Y,none given,@@@@@,   
3.5,6,27.925,6,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,   
,6,25.7513,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,28.1841,6,85.0,2,2,N,N,Naturally Aspirated,@@@@@,
,6,22.0571,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.0,4,41.9449,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.0,4,42.4765,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.5,6,28.0575,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
3.7,6,26.2833,7,10.0,2,2,N,N,none given,@@@@@,
3.8,6,25.7642,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.7,6,28.1837,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
1.6,4,38.7069,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
5.0,8,24.4234,6,15.0,2,2,N,N,none given,@@@@@,   
3.5,6,30.4957,9,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.0,4,32.3228,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
4.4,8,22.0572,6,10.0,2,2,N,N,none given,@@@@@,N
1.5,3,37.5265,6,10.0,2,2,N,N,none given,@@@@@,
2.0,4,31.5863,6,15.0,2,2,N,N,none given,@@@@@,N
,8,23.0686,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
5.0,8,21.9194,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
1.6,4,35.9089,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,28.1423,8,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
6.0,12,20.8591,7,10.0,2,1,N,,none given,Multipoint/sequential fuel injection,
1.0,3,43.5178,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,32.374,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
2.0,4,31.2523,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.4,4,36.1537,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
1.4,4,40.022,6,10.0,2,2,N,N,none given,@@@@@,N
2.0,4,29.9713,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
4.0,8,23.6806,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
3.5,6,23.6948,6,15.0,2,2,N,N,Turbocharged,@@@@@,N
,6,21.1487,8,15.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
,4,38.2242,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.0,4,35.2361,6,10.0,2,2,N,N,Turbocharged,@@@@@,N
4.7,8,19.4895,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,22.7871,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,4,32.8549,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,24.041,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.8,6,26.9652,7,10.0,2,2,N,Y,none given,@@@@@,N
5.3,8,21.9258,8,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
3.5,6,28.514,6,15.0,2,2,N,Y,none given,Spark Ignition direct & ported injection,   
4.7,8,19.7608,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.0,4,28.9693,6,10.0,2,2,N,Y,Turbocharged,@@@@@,N
,6,28.7819,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.0,4,45.1334,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
4.7,8,26.1873,7,10.0,2,2,N,,Turbocharged,@@@@@,N
1.4,4,40.4989,5,10.0,2,2,N,N,Turbocharged,@@@@@,N
2.0,4,32.2692,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,28.0684,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
3.8,8,22.6993,7,10.0,2,2,N,Y,none given,@@@@@,   
2.4,4,33.7787,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
3.0,6,30.9403,7,10.0,2,2,N,,Turbocharged,@@@@@,N
3.5,6,31.9813,6,15.0,2,2,N,N,Naturally Aspirated,@@@@@,
1.4,4,44.3586,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,37.1059,5,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
3.8,6,26.4728,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,   
2.0,4,33.5999,6,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,
4.4,8,20.5262,7,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.6,6,23.7078,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,
1.4,4,40.0906,6,10.0,2,2,N,N,none given,@@@@@,N
3.4,6,28.5578,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.0,4,29.3634,7,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,30.8134,8,15.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
2.0,4,37.2657,7,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.4,4,40.8125,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.7,6,31.1731,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
1.5,3,41.221,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,28.4267,6,10.0,2,2,N,Y,none given,@@@@@,N
,10,20.6362,7,15.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
,8,24.6534,8,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,Y
,4,29.7663,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.6,6,29.2127,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,Y
5.7,8,22.34,8,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,Y
3.0,6,30.9081,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
3.8,8,22.6993,7,10.0,2,2,N,Y,Turbocharged,@@@@@,N
2.0,4,28.6649,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,8,21.3254,8,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
6.4,8,21.6811,6,10.0,1,1,N,N,none given,@@@@@,N
,8,21.394,8,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,Y
2.4,4,32.6673,9,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,4,36.3872,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
,6,33.6514,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,8,24.6534,8,10.0,1,1,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
,4,32.287,6,15.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,28.7394,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,N
2.0,4,34.8632,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
6.2,8,20.4058,6,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,
3.6,6,25.707,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,
,8,22.9366,6,10.0,1,1,N,N,none given,Spark Ignition Direct Injection,   
2.5,4,44.0972,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
4.0,8,22.5584,8,15.0,2,2,N,N,none given,@@@@@,Y
3.5,6,26.7474,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,8,23.7426,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.4,4,27.6702,4,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.4,4,38.7501,1,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
3.6,6,25.707,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
4.7,8,25.0798,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,   
,6,23.7057,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,6,30.2755,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,34.1029,1,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.7,6,20.0004,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.0,4,46.2043,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,N
2.0,4,32.7935,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
,6,30.8317,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.4,4,40.5501,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
,4,32.3356,6,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,N
2.0,4,34.3746,8,10.0,2,2,N,N,none given,@@@@@,N
1.6,4,36.4112,6,10.0,2,2,N,N,none given,@@@@@,N
,6,25.7502,6,85.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
1.6,4,38.7069,6,10.0,2,2,N,N,none given,@@@@@,N
5.3,8,23.2243,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
,8,26.9406,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,
3.8,6,25.9414,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,4,34.1212,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
,4,36.265,7,10.0,2,2,N,Y,Turbocharged,Spark Ignition Direct Injection,N
3.0,6,30.8317,8,10.0,2,2,N,N,none given,@@@@@,   
,6,24.1401,6,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.0,4,40.4492,6,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.0,6,30.4167,8,,2,2,N,N,Turbocharged,Common Rail Direct Diesel Injection,N
3.8,6,27.678,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
3.0,6,38.1901,8,,2,2,N,N,none given,Common Rail Direct Diesel Injection,N
2.5,5,30.5489,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,8,26.8613,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
,12,18.1658,8,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
,6,24.6105,5,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.4,4,32.6673,9,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.4,4,33.5766,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.7,6,25.9717,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,4,34.5467,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
2.0,4,35.1828,6,15.0,2,2,N,N,Turbocharged,@@@@@,   
,6,23.9236,6,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,29.8142,8,15.0,2,2,N,Y,none given,Spark Ignition Direct Injection,   
3.5,6,24.9037,6,85.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,6,22.7455,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,6,23.4849,6,15.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.0,4,33.5991,5,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.4,4,35.3768,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
5.3,8,23.9191,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
,4,32.2154,8,10.0,2,2,N,Y,Turbocharged+Supercharged,Spark Ignition Direct Injection,N
2.5,4,34.8745,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
2.0,4,38.0027,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
1.4,4,40.0906,6,10.0,2,2,N,N,Turbocharged,Multipoint/sequential fuel injection,N
3.0,6,26.9372,7,15.0,2,2,N,N,Supercharged,@@@@@,N
4.8,8,23.7927,7,10.0,2,2,N,,Turbocharged,@@@@@,
2.0,4,34.2582,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,   
1.4,4,43.4096,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
2.5,4,27.2296,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
2.5,4,44.3543,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
,4,28.1384,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
2.0,4,40.6667,8,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,N
3.8,6,26.3918,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,8,23.0686,6,85.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
5.7,8,18.3331,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
,8,23.9191,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,Y
2.4,4,41.1251,1,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
3.6,6,28.5513,9,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.4,4,38.2167,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,
1.5,4,70.7819,1,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
3.5,6,38.2417,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,8,18.7088,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,4,26.8422,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
5.5,8,22.859,7,10.0,2,2,N,,none given,Spark Ignition Direct Injection,
1.8,4,42.9332,7,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
3.7,6,26.8581,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
6.0,12,18.1901,7,10.0,2,2,N,N,none given,@@@@@,N
5.5,8,28.7162,7,10.0,2,2,N,,none given,@@@@@,Y
,4,37.7617,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
3.4,6,30.1071,7,10.0,2,2,N,N,none given,@@@@@,N
2.0,4,33.7274,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,6,26.6055,8,10.0,2,2,N,N,Turbocharged,@@@@@,N
3.3,6,24.3943,6,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
2.0,4,29.9285,8,10.0,2,2,N,N,Turbocharged+Supercharged,Spark Ignition Direct Injection,   
2.0,4,33.5764,6,15.0,2,2,N,N,none given,@@@@@,
,4,44.3685,6,10.0,2,2,N,Y,none given,Spark Ignition Direct Injection,
3.8,6,25.0911,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
6.4,8,23.4876,8,10.0,1,1,N,N,Naturally Aspirated,@@@@@,
5.5,8,23.3803,7,10.0,2,2,N,,none given,@@@@@,N
1.8,4,35.1331,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.0,4,59.6009,1,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
3.0,6,30.2755,8,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,31.0576,9,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
3.0,6,29.3086,6,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,   
,8,19.7604,7,10.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
,4,38.3003,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
3.0,6,25.9443,8,15.0,2,2,N,Y,Supercharged,Spark Ignition Direct Injection,
2.4,4,35.4451,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
1.8,4,40.8472,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
,8,22.9366,6,85.0,1,1,N,N,none given,Spark Ignition Direct Injection,   
,6,24.1401,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
3.6,6,27.9923,8,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
2.3,4,33.5824,6,15.0,2,2,N,N,Turbocharged,@@@@@,   
4.0,6,20.8619,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,   
3.6,6,27.9923,8,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,30.722,8,10.0,2,2,N,N,Turbocharged,@@@@@,   
3.3,6,28.1656,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
,6,26.8575,6,10.0,2,2,N,Y,Naturally Aspirated,Spark Ignition Direct Injection,N
2.0,4,34.7953,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.0,6,28.8162,8,15.0,2,2,N,N,Supercharged,@@@@@,
,8,22.1657,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
,6,27.8144,7,10.0,2,2,N,N,Naturally Aspirated,@@@@@,N
,8,21.6811,6,10.0,1,1,N,N,none given,Multipoint/sequential fuel injection,N
,8,20.8515,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.5,6,26.8159,6,15.0,2,2,N,Y,Naturally Aspirated,Multipoint/sequential fuel injection,   
4.7,8,19.4895,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,   
3.6,6,27.9923,8,85.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
3.0,6,31.0325,8,15.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
3.6,6,28.0689,6,10.0,2,2,N,N,Naturally Aspirated,@@@@@,
,6,26.2202,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
2.5,4,39.0069,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,   
3.5,6,28.9051,9,10.0,2,2,N,N,Naturally Aspirated,@@@@@,Y
5.3,8,24.0412,6,10.0,1,1,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
2.5,4,38.1862,6,15.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
6.7,12,17.4353,8,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,
2.7,4,29.965,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,N
2.8,4,29.9044,6,,2,2,N,N,none given,Direct Diesel Injection (non-common rail),
,4,35.9721,7,85.0,2,2,N,,Turbocharged,Spark Ignition Direct Injection,N
,6,23.7353,7,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,   
,6,29.7274,7,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,
2.4,4,34.844,6,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
0.9,3,50.1999,6,10.0,2,2,N,,none given,@@@@@,   
2.0,4,35.7883,6,10.0,2,2,N,N,none given,Spark Ignition Direct Injection,N
,4,36.5912,9,85.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
2.4,4,50.3669,6,10.0,2,2,N,Y,none given,@@@@@,
,4,27.8973,1,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,   
3.5,6,31.647,7,10.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,   
2.5,4,38.1292,1,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,N
3.8,6,27.1045,7,10.0,2,2,N,Y,Naturally Aspirated,@@@@@,N
,6,24.3481,8,10.0,2,2,N,N,Turbocharged,Spark Ignition Direct Injection,N
3.6,6,29.8923,8,10.0,2,2,N,N,none given,Multipoint/sequential fuel injection,
,8,23.552,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,
5.0,8,23.8378,8,15.0,2,2,N,N,none given,Spark Ignition direct & ported injection,N
3.3,6,26.3588,6,10.0,2,2,N,N,Naturally Aspirated,Spark Ignition Direct Injection,N
2.0,4,38.6792,6,10.0,2,2,N,N,none given,@@@@@,
2.7,4,27.5097,6,15.0,2,2,N,N,Naturally Aspirated,Multipoint/sequential fuel injection,
